t_s,T_actual,T_target,pid_output,p_heater_w,p_peltier_w,peltier_on,peltier_auto
972.0,35.0,35.0,0.05,5.0,0.0,0,1
973.0,35.0,35.0,0.05,5.0,0.0,0,1
974.0,35.0,35.0,0.05,5.0,0.0,0,1
975.0,35.0,35.0,0.05,5.0,0.0,0,1
976.0,35.0,35.0,0.05,5.0,0.0,0,1
977.0,35.0,35.0,0.05,5.0,0.0,0,1
978.0,35.0,35.0,0.05,5.0,0.0,0,1
979.0,35.0,35.0,0.05,5.0,0.0,0,1
980.0,35.0,35.0,0.05,5.0,0.0,0,1
981.0,35.0,35.0,0.05,5.0,0.0,0,1
982.0,35.0,35.0,0.05,5.0,0.0,0,1
983.0,35.0,35.0,0.05,5.0,0.0,0,1
984.0,35.0,35.0,0.05,5.0,0.0,0,1
985.0,35.0,35.0,0.05,5.0,0.0,0,1
986.0,35.0,35.0,0.05,5.0,0.0,0,1
987.0,35.0,35.0,0.05,5.0,0.0,0,1
988.0,35.0,35.0,0.05,5.0,0.0,0,1
989.0,35.0,35.0,0.05,5.0,0.0,0,1
990.0,35.0,35.0,0.05,5.0,0.0,0,1
991.0,35.0,35.0,0.05,5.0,0.0,0,1
992.0,35.0,35.0,0.05,5.0,0.0,0,1
993.0,35.0,35.0,0.05,5.0,0.0,0,1
994.0,35.0,35.0,0.05,5.0,0.0,0,1
995.0,35.0,35.0,0.05,5.0,0.0,0,1
996.0,35.0,35.0,0.05,5.0,0.0,0,1
997.0,35.0,35.0,0.05,5.0,0.0,0,1
998.0,35.0,35.0,0.05,5.0,0.0,0,1
999.0,35.0,35.0,0.05,5.0,0.0,0,1
1000.0,35.0,35.0,0.05,5.0,0.0,0,1
1001.0,35.0,35.0,0.05,5.0,0.0,0,1
1002.0,35.0,35.0,0.05,5.0,0.0,0,1
1003.0,35.0,35.0,0.05,5.0,0.0,0,1
1004.0,35.0,35.0,0.05,5.0,0.0,0,1
1005.0,35.0,35.0,0.05,5.0,0.0,0,1
1006.0,35.0,35.0,0.05,5.0,0.0,0,1
1007.0,35.0,35.0,0.05,5.0,0.0,0,1
1008.0,35.0,35.0,0.05,5.0,0.0,0,1
1009.0,35.0,35.0,0.05,5.0,0.0,0,1
1010.0,35.0,35.0,0.05,5.0,0.0,0,1
1011.0,35.0,35.0,0.05,5.0,0.0,0,1
1012.0,35.0,35.0,0.05,5.0,0.0,0,1
1013.0,35.0,35.0,0.05,5.0,0.0,0,1
1014.0,35.0,35.0,0.05,5.0,0.0,0,1
1015.0,35.0,35.0,0.05,5.0,0.0,0,1
1016.0,35.0,35.0,0.05,5.0,0.0,0,1
1017.0,35.0,35.0,0.05,5.0,0.0,0,1
1018.0,35.0,35.0,0.05,5.0,0.0,0,1
1019.0,35.0,35.0,0.05,5.0,0.0,0,1
1020.0,35.0,35.0,0.05,5.0,0.0,0,1
1021.0,35.0,35.0,0.05,5.0,0.0,0,1
1022.0,35.0,35.0,0.05,5.0,0.0,0,1
1023.0,35.0,35.0,0.05,5.0,0.0,0,1
1024.0,35.0,35.0,0.05,5.0,0.0,0,1
1025.0,35.0,35.0,0.05,5.0,0.0,0,1
1026.0,35.0,35.0,0.05,5.0,0.0,0,1
1027.0,35.0,35.0,0.05,5.0,0.0,0,1
1028.0,35.0,35.0,0.05,5.0,0.0,0,1
1029.0,35.0,35.0,0.05,5.0,0.0,0,1
1030.0,35.0,35.0,0.05,5.0,0.0,0,1
1031.0,35.0,35.0,0.05,5.0,0.0,0,1
1032.0,35.0,35.0,0.05,5.0,0.0,0,1
1033.0,35.0,35.0,0.05,5.0,0.0,0,1
1034.0,35.0,35.0,0.05,5.0,0.0,0,1
1035.0,35.0,35.0,0.05,5.0,0.0,0,1
1036.0,35.0,35.0,0.05,5.0,0.0,0,1
1037.0,35.0,35.0,0.05,5.0,0.0,0,1
1038.0,35.0,35.0,0.05,5.0,0.0,0,1
1039.0,35.0,35.0,0.05,5.0,0.0,0,1
1040.0,35.0,35.0,0.05,5.0,0.0,0,1
1041.0,35.0,35.0,0.05,5.0,0.0,0,1
1042.0,35.0,35.0,0.05,5.0,0.0,0,1
1043.0,35.0,35.0,0.05,5.0,0.0,0,1
1044.0,35.0,35.0,0.05,5.0,0.0,0,1
1045.0,35.0,35.0,0.05,5.0,0.0,0,1
1046.0,35.0,35.0,0.05,5.0,0.0,0,1
1047.0,35.0,35.0,0.05,5.0,0.0,0,1
1048.0,35.0,35.0,0.05,5.0,0.0,0,1
1049.0,35.0,35.0,0.05,5.0,0.0,0,1
1050.0,35.0,35.0,0.05,5.0,0.0,0,1
1051.0,35.0,35.0,0.05,5.0,0.0,0,1
1052.0,35.0,35.0,0.05,5.0,0.0,0,1
1053.0,35.0,35.0,0.05,5.0,0.0,0,1
1054.0,35.0,35.0,0.05,5.0,0.0,0,1
1055.0,35.0,35.0,0.05,5.0,0.0,0,1
1056.0,35.0,35.0,0.05,5.0,0.0,0,1
1057.0,35.0,35.0,0.05,5.0,0.0,0,1
1058.0,35.0,35.0,0.05,5.0,0.0,0,1
1059.0,35.0,35.0,0.05,5.0,0.0,0,1
1060.0,35.0,35.0,0.05,5.0,0.0,0,1
1061.0,35.0,35.0,0.05,5.0,0.0,0,1
1062.0,35.0,35.0,0.05,5.0,0.0,0,1
1063.0,35.0,35.0,0.05,5.0,0.0,0,1
1064.0,35.0,35.0,0.05,5.0,0.0,0,1
1065.0,35.0,35.0,0.05,5.0,0.0,0,1
1066.0,35.0,35.0,0.05,5.0,0.0,0,1
1067.0,35.0,35.0,0.05,5.0,0.0,0,1
1068.0,35.0,35.0,0.05,5.0,0.0,0,1
1069.0,35.0,35.0,0.05,5.0,0.0,0,1
1070.0,35.0,35.0,0.05,5.0,0.0,0,1
1071.0,35.0,35.0,0.05,5.0,0.0,0,1
1072.0,35.0,35.0,0.05,5.0,0.0,0,1
1073.0,35.0,35.0,0.05,5.0,0.0,0,1
1074.0,35.0,35.0,0.05,5.0,0.0,0,1
1075.0,35.0,35.0,0.05,5.0,0.0,0,1
1076.0,35.0,35.0,0.05,5.0,0.0,0,1
1077.0,35.0,35.0,0.05,5.0,0.0,0,1
1078.0,35.0,35.0,0.05,5.0,0.0,0,1
1079.0,35.0,35.0,0.05,5.0,0.0,0,1
1080.0,35.0,35.0,0.05,5.0,0.0,0,1
1081.0,35.0,35.0,0.05,5.0,0.0,0,1
1082.0,35.0,35.0,0.05,5.0,0.0,0,1
1083.0,35.0,35.0,0.05,5.0,0.0,0,1
1084.0,35.0,35.0,0.05,5.0,0.0,0,1
1085.0,35.0,35.0,0.05,5.0,0.0,0,1
1086.0,35.0,35.0,0.05,5.0,0.0,0,1
1087.0,35.0,35.0,0.05,5.0,0.0,0,1
1088.0,35.0,35.0,0.05,5.0,0.0,0,1
1089.0,35.0,35.0,0.05,5.0,0.0,0,1
1090.0,35.0,35.0,0.05,5.0,0.0,0,1
1091.0,35.0,35.0,0.05,5.0,0.0,0,1
1092.0,35.0,35.0,0.05,5.0,0.0,0,1
1093.0,35.0,35.0,0.05,5.0,0.0,0,1
1094.0,35.0,35.0,0.05,5.0,0.0,0,1
1095.0,35.0,35.0,0.05,5.0,0.0,0,1
1096.0,35.0,35.0,0.05,5.0,0.0,0,1
1097.0,35.0,35.0,0.05,5.0,0.0,0,1
1098.0,35.0,35.0,0.05,5.0,0.0,0,1
1099.0,35.0,35.0,0.05,5.0,0.0,0,1
1100.0,35.0,35.0,0.05,5.0,0.0,0,1
1101.0,35.0,35.0,0.05,5.0,0.0,0,1
1102.0,35.0,35.0,0.05,5.0,0.0,0,1
1103.0,35.0,35.0,0.05,5.0,0.0,0,1
1104.0,35.0,35.0,0.05,5.0,0.0,0,1
1105.0,35.0,35.0,0.05,5.0,0.0,0,1
1106.0,35.0,35.0,0.05,5.0,0.0,0,1
1107.0,35.0,35.0,0.05,5.0,0.0,0,1
1108.0,35.0,35.0,0.05,5.0,0.0,0,1
1109.0,35.0,35.0,0.05,5.0,0.0,0,1
1110.0,35.0,35.0,0.05,5.0,0.0,0,1
1111.0,35.0,35.0,0.05,5.0,0.0,0,1
1112.0,35.0,35.0,0.05,5.0,0.0,0,1
1113.0,35.0,35.0,0.05,5.0,0.0,0,1
1114.0,35.0,35.0,0.05,5.0,0.0,0,1
1115.0,35.0,35.0,0.05,5.0,0.0,0,1
1116.0,35.0,35.0,0.05,5.0,0.0,0,1
1117.0,35.0,35.0,0.05,5.0,0.0,0,1
1118.0,35.0,35.0,0.05,5.0,0.0,0,1
1119.0,35.0,35.0,0.05,5.0,0.0,0,1
1120.0,35.0,35.0,0.05,5.0,0.0,0,1
1121.0,35.0,35.0,0.05,5.0,0.0,0,1
1122.0,35.0,35.0,0.05,5.0,0.0,0,1
1123.0,35.0,35.0,0.05,5.0,0.0,0,1
1124.0,35.0,35.0,0.05,5.0,0.0,0,1
1125.0,35.0,35.0,0.05,5.0,0.0,0,1
1126.0,35.0,35.0,0.05,5.0,0.0,0,1
1127.0,35.0,35.0,0.05,5.0,0.0,0,1
1128.0,35.0,35.0,0.05,5.0,0.0,0,1
1129.0,35.0,35.0,0.05,5.0,0.0,0,1
1130.0,35.0,35.0,0.05,5.0,0.0,0,1
1131.0,35.0,35.0,0.05,5.0,0.0,0,1
1132.0,35.0,35.0,0.05,5.0,0.0,0,1
1133.0,35.0,35.0,0.05,5.0,0.0,0,1
1134.0,35.0,35.0,0.05,5.0,0.0,0,1
1135.0,35.0,35.0,0.05,5.0,0.0,0,1
1136.0,35.0,35.0,0.05,5.0,0.0,0,1
1137.0,35.0,35.0,0.05,5.0,0.0,0,1
1138.0,35.0,35.0,0.05,5.0,0.0,0,1
1139.0,35.0,35.0,0.05,5.0,0.0,0,1
1140.0,35.0,35.0,0.05,5.0,0.0,0,1
1141.0,35.0,35.0,0.05,5.0,0.0,0,1
1142.0,35.0,35.0,0.05,5.0,0.0,0,1
1143.0,35.0,35.0,0.05,5.0,0.0,0,1
1144.0,35.0,35.0,0.05,5.0,0.0,0,1
1145.0,35.0,35.0,0.05,5.0,0.0,0,1
1146.0,35.0,35.0,0.05,5.0,0.0,0,1
1147.0,35.0,35.0,0.05,5.0,0.0,0,1
1148.0,35.0,35.0,0.05,5.0,0.0,0,1
1149.0,35.0,35.0,0.05,5.0,0.0,0,1
1150.0,35.0,35.0,0.05,5.0,0.0,0,1
1151.0,35.0,35.0,0.05,5.0,0.0,0,1
1152.0,35.0,35.0,0.05,5.0,0.0,0,1
1153.0,35.0,35.0,0.05,5.0,0.0,0,1
1154.0,35.0,35.0,0.05,5.0,0.0,0,1
1155.0,35.0,35.0,0.05,5.0,0.0,0,1
1156.0,35.0,35.0,0.05,5.0,0.0,0,1
1157.0,35.0,35.0,0.05,5.0,0.0,0,1
1158.0,35.0,35.0,0.05,5.0,0.0,0,1
1159.0,35.0,35.0,0.05,5.0,0.0,0,1
1160.0,35.0,35.0,0.05,5.0,0.0,0,1
1161.0,35.0,35.0,0.05,5.0,0.0,0,1
1162.0,35.0,35.0,0.05,5.0,0.0,0,1
1163.0,35.0,35.0,0.05,5.0,0.0,0,1
1164.0,35.0,35.0,0.05,5.0,0.0,0,1
1165.0,35.0,35.0,0.05,5.0,0.0,0,1
1166.0,35.0,35.0,0.05,5.0,0.0,0,1
1167.0,35.0,35.0,0.05,5.0,0.0,0,1
1168.0,35.0,35.0,0.05,5.0,0.0,0,1
1169.0,35.0,35.0,0.05,5.0,0.0,0,1
1170.0,35.0,35.0,0.05,5.0,0.0,0,1
1171.0,35.0,35.0,0.05,5.0,0.0,0,1
1172.0,35.0,35.0,0.05,5.0,0.0,0,1
1173.0,35.0,35.0,0.05,5.0,0.0,0,1
1174.0,35.0,35.0,0.05,5.0,0.0,0,1
1175.0,35.0,35.0,0.05,5.0,0.0,0,1
1176.0,35.0,35.0,0.05,5.0,0.0,0,1
1177.0,35.0,35.0,0.05,5.0,0.0,0,1
1178.0,35.0,35.0,0.05,5.0,0.0,0,1
1179.0,35.0,35.0,0.05,5.0,0.0,0,1
1180.0,35.0,35.0,0.05,5.0,0.0,0,1
1181.0,35.0,35.0,0.05,5.0,0.0,0,1
1182.0,35.0,35.0,0.05,5.0,0.0,0,1
1183.0,35.0,35.0,0.05,5.0,0.0,0,1
1184.0,35.0,35.0,0.05,5.0,0.0,0,1
1185.0,35.0,35.0,0.05,5.0,0.0,0,1
1186.0,35.0,35.0,0.05,5.0,0.0,0,1
1187.0,35.0,35.0,0.05,5.0,0.0,0,1
1188.0,35.0,35.0,0.05,5.0,0.0,0,1
1189.0,35.0,35.0,0.05,5.0,0.0,0,1
1190.0,35.0,35.0,0.05,5.0,0.0,0,1
1191.0,35.0,35.0,0.05,5.0,0.0,0,1
1192.0,35.0,35.0,0.05,5.0,0.0,0,1
1193.0,35.0,35.0,0.05,5.0,0.0,0,1
1194.0,35.0,35.0,0.05,5.0,0.0,0,1
1195.0,35.0,35.0,0.05,5.0,0.0,0,1
1196.0,35.0,35.0,0.05,5.0,0.0,0,1
1197.0,35.0,35.0,0.05,5.0,0.0,0,1
1198.0,35.0,35.0,0.05,5.0,0.0,0,1
1199.0,35.0,35.0,0.05,5.0,0.0,0,1
1200.0,35.0,35.0,0.05,5.0,0.0,0,1
1201.0,35.0,35.0,0.05,5.0,0.0,0,1
1202.0,35.0,35.0,0.05,5.0,0.0,0,1
1203.0,35.0,35.0,0.05,5.0,0.0,0,1
1204.0,35.0,35.0,0.05,5.0,0.0,0,1
1205.0,35.0,35.0,0.05,5.0,0.0,0,1
1206.0,35.0,35.0,0.05,5.0,0.0,0,1
1207.0,35.0,35.0,0.05,5.0,0.0,0,1
1208.0,35.0,35.0,0.05,5.0,0.0,0,1
1209.0,35.0,35.0,0.05,5.0,0.0,0,1
1210.0,35.0,35.0,0.05,5.0,0.0,0,1
1211.0,35.0,35.0,0.05,5.0,0.0,0,1
1212.0,35.0,35.0,0.05,5.0,0.0,0,1
1213.0,35.0,35.0,0.05,5.0,0.0,0,1
1214.0,35.0,35.0,0.05,5.0,0.0,0,1
1215.0,35.0,35.0,0.05,5.0,0.0,0,1
1216.0,35.0,35.0,0.05,5.0,0.0,0,1
1217.0,35.0,35.0,0.05,5.0,0.0,0,1
1218.0,35.0,35.0,0.05,5.0,0.0,0,1
1219.0,35.0,35.0,0.05,5.0,0.0,0,1
1220.0,35.0,35.0,0.05,5.0,0.0,0,1
1221.0,35.0,35.0,0.05,5.0,0.0,0,1
1222.0,35.0,35.0,0.05,5.0,0.0,0,1
1223.0,35.0,35.0,0.05,5.0,0.0,0,1
1224.0,35.0,35.0,0.05,5.0,0.0,0,1
1225.0,35.0,35.0,0.05,5.0,0.0,0,1
1226.0,35.0,35.0,0.05,5.0,0.0,0,1
1227.0,35.0,35.0,0.05,5.0,0.0,0,1
1228.0,35.0,35.0,0.05,5.0,0.0,0,1
1229.0,35.0,35.0,0.05,5.0,0.0,0,1
1230.0,35.0,35.0,0.05,5.0,0.0,0,1
1231.0,35.0,35.0,0.05,5.0,0.0,0,1
1232.0,35.0,35.0,0.05,5.0,0.0,0,1
1233.0,35.0,35.0,0.05,5.0,0.0,0,1
1234.0,35.0,35.0,0.05,5.0,0.0,0,1
1235.0,35.0,35.0,0.05,5.0,0.0,0,1
1236.0,35.0,35.0,0.05,5.0,0.0,0,1
1237.0,35.0,35.0,0.05,5.0,0.0,0,1
1238.0,35.0,35.0,0.05,5.0,0.0,0,1
1239.0,35.0,35.0,0.05,5.0,0.0,0,1
1240.0,35.0,35.0,0.05,5.0,0.0,0,1
1241.0,35.0,35.0,0.05,5.0,0.0,0,1
1242.0,35.0,35.0,0.05,5.0,0.0,0,1
1243.0,35.0,35.0,0.05,5.0,0.0,0,1
1244.0,35.0,35.0,0.05,5.0,0.0,0,1
1245.0,35.0,35.0,0.05,5.0,0.0,0,1
1246.0,35.0,35.0,0.05,5.0,0.0,0,1
1247.0,35.0,35.0,0.05,5.0,0.0,0,1
1248.0,35.0,35.0,0.05,5.0,0.0,0,1
1249.0,35.0,35.0,0.05,5.0,0.0,0,1
1250.0,35.0,35.0,0.05,5.0,0.0,0,1
1251.0,35.0,35.0,0.05,5.0,0.0,0,1
1252.0,35.0,35.0,0.05,5.0,0.0,0,1
1253.0,35.0,35.0,0.05,5.0,0.0,0,1
1254.0,35.0,35.0,0.05,5.0,0.0,0,1
1255.0,35.0,35.0,0.05,5.0,0.0,0,1
1256.0,35.0,35.0,0.05,5.0,0.0,0,1
1257.0,35.0,35.0,0.05,5.0,0.0,0,1
1258.0,35.0,35.0,0.05,5.0,0.0,0,1
1259.0,35.0,35.0,0.05,5.0,0.0,0,1
1260.0,35.0,35.0,0.05,5.0,0.0,0,1
1261.0,35.0,35.0,0.05,5.0,0.0,0,1
1262.0,35.0,35.0,0.05,5.0,0.0,0,1
1263.0,35.0,35.0,0.05,5.0,0.0,0,1
1264.0,35.0,35.0,0.05,5.0,0.0,0,1
1265.0,35.0,35.0,0.05,5.0,0.0,0,1
1266.0,35.0,35.0,0.05,5.0,0.0,0,1
1267.0,35.0,35.0,0.05,5.0,0.0,0,1
1268.0,35.0,35.0,0.05,5.0,0.0,0,1
1269.0,35.0,35.0,0.05,5.0,0.0,0,1
1270.0,35.0,35.0,0.05,5.0,0.0,0,1
1271.0,35.0,35.0,0.05,5.0,0.0,0,1
1272.0,35.0,35.0,0.05,5.0,0.0,0,1
1273.0,35.0,35.0,0.05,5.0,0.0,0,1
1274.0,35.0,35.0,0.05,5.0,0.0,0,1
1275.0,35.0,35.0,0.05,5.0,0.0,0,1
1276.0,35.0,35.0,0.05,5.0,0.0,0,1
1277.0,35.0,35.0,0.05,5.0,0.0,0,1
1278.0,35.0,35.0,0.05,5.0,0.0,0,1
1279.0,35.0,35.0,0.05,5.0,0.0,0,1
1280.0,35.0,35.0,0.05,5.0,0.0,0,1
1281.0,35.0,35.0,0.05,5.0,0.0,0,1
1282.0,35.0,35.0,0.05,5.0,0.0,0,1
1283.0,35.0,35.0,0.05,5.0,0.0,0,1
1284.0,35.0,35.0,0.05,5.0,0.0,0,1
1285.0,35.0,35.0,0.05,5.0,0.0,0,1
1286.0,35.0,35.0,0.05,5.0,0.0,0,1
1287.0,35.0,35.0,0.05,5.0,0.0,0,1
1288.0,35.0,35.0,0.05,5.0,0.0,0,1
1289.0,35.0,35.0,0.05,5.0,0.0,0,1
1290.0,35.0,35.0,0.05,5.0,0.0,0,1
1291.0,35.0,35.0,0.05,5.0,0.0,0,1
1292.0,35.0,35.0,0.05,5.0,0.0,0,1
1293.0,35.0,35.0,0.05,5.0,0.0,0,1
1294.0,35.0,35.0,0.05,5.0,0.0,0,1
1295.0,35.0,35.0,0.05,5.0,0.0,0,1
1296.0,35.0,35.0,0.05,5.0,0.0,0,1
1297.0,35.0,35.0,0.05,5.0,0.0,0,1
1298.0,35.0,35.0,0.05,5.0,0.0,0,1
1299.0,35.0,35.0,0.05,5.0,0.0,0,1
1300.0,35.0,35.0,0.05,5.0,0.0,0,1
1301.0,35.0,35.0,0.05,5.0,0.0,0,1
1302.0,35.0,35.0,0.05,5.0,0.0,0,1
1303.0,35.0,35.0,0.05,5.0,0.0,0,1
1304.0,35.0,35.0,0.05,5.0,0.0,0,1
1305.0,35.0,35.0,0.05,5.0,0.0,0,1
1306.0,35.0,35.0,0.05,5.0,0.0,0,1
1307.0,35.0,35.0,0.05,5.0,0.0,0,1
1308.0,35.0,35.0,0.05,5.0,0.0,0,1
1309.0,35.0,35.0,0.05,5.0,0.0,0,1
1310.0,35.0,35.0,0.05,5.0,0.0,0,1
1311.0,35.0,35.0,0.05,5.0,0.0,0,1
1312.0,35.0,35.0,0.05,5.0,0.0,0,1
1313.0,35.0,35.0,0.05,5.0,0.0,0,1
1314.0,35.0,35.0,0.05,5.0,0.0,0,1
1315.0,35.0,35.0,0.05,5.0,0.0,0,1
1316.0,35.0,35.0,0.05,5.0,0.0,0,1
1317.0,35.0,35.0,0.05,5.0,0.0,0,1
1318.0,35.0,35.0,0.05,5.0,0.0,0,1
1319.0,35.0,35.0,0.05,5.0,0.0,0,1
1320.0,35.0,35.0,0.05,5.0,0.0,0,1
1321.0,35.0,35.0,0.05,5.0,0.0,0,1
1322.0,35.0,35.0,0.05,5.0,0.0,0,1
1323.0,35.0,35.0,0.05,5.0,0.0,0,1
1324.0,35.0,35.0,0.05,5.0,0.0,0,1
1325.0,35.0,35.0,0.05,5.0,0.0,0,1
1326.0,35.0,35.0,0.05,5.0,0.0,0,1
1327.0,35.0,35.0,0.05,5.0,0.0,0,1
1328.0,35.0,35.0,0.05,5.0,0.0,0,1
1329.0,35.0,35.0,0.05,5.0,0.0,0,1
1330.0,35.0,35.0,0.05,5.0,0.0,0,1
1331.0,35.0,35.0,0.05,5.0,0.0,0,1
1332.0,35.0,35.0,0.05,5.0,0.0,0,1
1333.0,35.0,35.0,0.05,5.0,0.0,0,1
1334.0,35.0,35.0,0.05,5.0,0.0,0,1
1335.0,35.0,35.0,0.05,5.0,0.0,0,1
1336.0,35.0,35.0,0.05,5.0,0.0,0,1
1337.0,35.0,35.0,0.05,5.0,0.0,0,1
1338.0,35.0,35.0,0.05,5.0,0.0,0,1
1339.0,35.0,35.0,0.05,5.0,0.0,0,1
1340.0,35.0,35.0,0.05,5.0,0.0,0,1
1341.0,35.0,35.0,0.05,5.0,0.0,0,1
1342.0,35.0,35.0,0.05,5.0,0.0,0,1
1343.0,35.0,35.0,0.05,5.0,0.0,0,1
1344.0,35.0,35.0,0.05,5.0,0.0,0,1
1345.0,35.0,35.0,0.05,5.0,0.0,0,1
1346.0,35.0,35.0,0.05,5.0,0.0,0,1
1347.0,35.0,35.0,0.05,5.0,0.0,0,1
1348.0,35.0,35.0,0.05,5.0,0.0,0,1
1349.0,35.0,35.0,0.05,5.0,0.0,0,1
1350.0,35.0,35.0,0.05,5.0,0.0,0,1
1351.0,35.0,35.0,0.05,5.0,0.0,0,1
1352.0,35.0,35.0,0.05,5.0,0.0,0,1
1353.0,35.0,35.0,0.05,5.0,0.0,0,1
1354.0,35.0,35.0,0.05,5.0,0.0,0,1
1355.0,35.0,35.0,0.05,5.0,0.0,0,1
1356.0,35.0,35.0,0.05,5.0,0.0,0,1
1357.0,35.0,35.0,0.05,5.0,0.0,0,1
1358.0,35.0,35.0,0.05,5.0,0.0,0,1
1359.0,35.0,35.0,0.05,5.0,0.0,0,1
1360.0,35.0,35.0,0.05,5.0,0.0,0,1
1361.0,35.0,35.0,0.05,5.0,0.0,0,1
1362.0,35.0,35.0,0.05,5.0,0.0,0,1
1363.0,35.0,35.0,0.05,5.0,0.0,0,1
1364.0,35.0,35.0,0.05,5.0,0.0,0,1
1365.0,35.0,35.0,0.05,5.0,0.0,0,1
1366.0,35.0,35.0,0.05,5.0,0.0,0,1
1367.0,35.0,35.0,0.05,5.0,0.0,0,1
1368.0,35.0,35.0,0.05,5.0,0.0,0,1
1369.0,35.0,35.0,0.05,5.0,0.0,0,1
1370.0,35.0,35.0,0.05,5.0,0.0,0,1
1371.0,35.0,35.0,0.05,5.0,0.0,0,1
1372.0,35.0,35.0,0.05,5.0,0.0,0,1
1373.0,35.0,35.0,0.05,5.0,0.0,0,1
1374.0,35.0,35.0,0.05,5.0,0.0,0,1
1375.0,35.0,35.0,0.05,5.0,0.0,0,1
1376.0,35.0,35.0,0.05,5.0,0.0,0,1
1377.0,35.0,35.0,0.05,5.0,0.0,0,1
1378.0,35.0,35.0,0.05,5.0,0.0,0,1
1379.0,35.0,35.0,0.05,5.0,0.0,0,1
1380.0,35.0,35.0,0.05,5.0,0.0,0,1
1381.0,35.0,35.0,0.05,5.0,0.0,0,1
1382.0,35.0,35.0,0.05,5.0,0.0,0,1
1383.0,35.0,35.0,0.05,5.0,0.0,0,1
1384.0,35.0,35.0,0.05,5.0,0.0,0,1
1385.0,35.0,35.0,0.05,5.0,0.0,0,1
1386.0,35.0,35.0,0.05,5.0,0.0,0,1
1387.0,35.0,35.0,0.05,5.0,0.0,0,1
1388.0,35.0,35.0,0.05,5.0,0.0,0,1
1389.0,35.0,35.0,0.05,5.0,0.0,0,1
1390.0,35.0,35.0,0.05,5.0,0.0,0,1
1391.0,35.0,35.0,0.05,5.0,0.0,0,1
1392.0,35.0,35.0,0.05,5.0,0.0,0,1
1393.0,35.0,35.0,0.05,5.0,0.0,0,1
1394.0,35.0,35.0,0.05,5.0,0.0,0,1
1395.0,35.0,35.0,0.05,5.0,0.0,0,1
1396.0,35.0,35.0,0.05,5.0,0.0,0,1
1397.0,35.0,35.0,0.05,5.0,0.0,0,1
1398.0,35.0,35.0,0.05,5.0,0.0,0,1
1399.0,35.0,35.0,0.05,5.0,0.0,0,1
1400.0,35.0,35.0,0.05,5.0,0.0,0,1
1401.0,35.0,35.0,0.05,5.0,0.0,0,1
1402.0,35.0,35.0,0.05,5.0,0.0,0,1
1403.0,35.0,35.0,0.05,5.0,0.0,0,1
1404.0,35.0,35.0,0.05,5.0,0.0,0,1
1405.0,35.0,35.0,0.05,5.0,0.0,0,1
1406.0,35.0,35.0,0.05,5.0,0.0,0,1
1407.0,35.0,35.0,0.05,5.0,0.0,0,1
1408.0,35.0,35.0,0.05,5.0,0.0,0,1
1409.0,35.0,35.0,0.05,5.0,0.0,0,1
1410.0,35.0,35.0,0.05,5.0,0.0,0,1
1411.0,35.0,35.0,0.05,5.0,0.0,0,1
1412.0,35.0,35.0,0.05,5.0,0.0,0,1
1413.0,35.0,35.0,0.05,5.0,0.0,0,1
1414.0,35.0,35.0,0.05,5.0,0.0,0,1
1415.0,35.0,35.0,0.05,5.0,0.0,0,1
1416.0,35.0,35.0,0.05,5.0,0.0,0,1
1417.0,35.0,35.0,0.05,5.0,0.0,0,1
1418.0,35.0,35.0,0.05,5.0,0.0,0,1
1419.0,35.0,35.0,0.05,5.0,0.0,0,1
1420.0,35.0,35.0,0.05,5.0,0.0,0,1
1421.0,35.0,35.0,0.05,5.0,0.0,0,1
1422.0,35.0,35.0,0.05,5.0,0.0,0,1
1423.0,35.0,35.0,0.05,5.0,0.0,0,1
1424.0,35.0,35.0,0.05,5.0,0.0,0,1
1425.0,35.0,35.0,0.05,5.0,0.0,0,1
1426.0,35.0,35.0,0.05,5.0,0.0,0,1
1427.0,35.0,35.0,0.05,5.0,0.0,0,1
1428.0,35.0,35.0,0.05,5.0,0.0,0,1
1429.0,35.0,35.0,0.05,5.0,0.0,0,1
1430.0,35.0,35.0,0.05,5.0,0.0,0,1
1431.0,35.0,35.0,0.05,5.0,0.0,0,1
1432.0,35.0,35.0,0.05,5.0,0.0,0,1
1433.0,35.0,35.0,0.05,5.0,0.0,0,1
1434.0,35.0,35.0,0.05,5.0,0.0,0,1
1435.0,35.0,35.0,0.05,5.0,0.0,0,1
1436.0,35.0,35.0,0.05,5.0,0.0,0,1
1437.0,35.0,35.0,0.05,5.0,0.0,0,1
1438.0,35.0,35.0,0.05,5.0,0.0,0,1
1439.0,35.0,35.0,0.05,5.0,0.0,0,1
1440.0,35.0,35.0,0.05,5.0,0.0,0,1
1441.0,35.0,35.0,0.05,5.0,0.0,0,1
1442.0,35.0,35.0,0.05,5.0,0.0,0,1
1443.0,35.0,35.0,0.05,5.0,0.0,0,1
1444.0,35.0,35.0,0.05,5.0,0.0,0,1
1445.0,35.0,35.0,0.05,5.0,0.0,0,1
1446.0,35.0,35.0,0.05,5.0,0.0,0,1
1447.0,35.0,35.0,0.05,5.0,0.0,0,1
1448.0,35.0,35.0,0.05,5.0,0.0,0,1
1449.0,35.0,35.0,0.05,5.0,0.0,0,1
1450.0,35.0,35.0,0.05,5.0,0.0,0,1
1451.0,35.0,35.0,0.05,5.0,0.0,0,1
1452.0,35.0,35.0,0.05,5.0,0.0,0,1
1453.0,35.0,35.0,0.05,5.0,0.0,0,1
